scenario,cps,cps_name,pid,impacted_pids,linear_length_m,buffer_area_ha,portion_treated,wetland_area_ha,catchment_to_wetland_ratio,failed,cost_usd,treated_TN,removed_TN,treated_TP,removed_TP
4,340,Cover Crop,1484,,,,,,,False,7358.912992736829,2737.3760991844874,1151.3592958902832,105.77865808095434,17.216651463745578
4,329,Residue Management (No-Till),1063,,,,,,,False,3448.007133988165,1713.8337028548026,170.06525257367414,278.0712343059793,33.977788032249755
4,329,Residue Management (No-Till),1261,,,,,,,True,1096.9625854901235,652.1019453569793,10.340202024121675,25.228029036106488,1.0245008741421977
4,590,Nutrient Management,1593,,,,,,,False,1041.9421375610364,548.4480860827367,233.8264915991138,8.962668142361974,3.3272761665810076
4,340,Cover Crop,2647,,,,,,,True,2807.8675724419886,581.8920954598312,55.75202240953864,94.8675646934683,3.4214258492281635
4,329,Residue Management (No-Till),140,,,,,,,False,387.78844755828527,228.38695662206865,18.446455840695847,16.884978238698217,2.3581673081327157
4,590,Nutrient Management,708,,,,,,,True,899.5045309647131,160.91969397983098,14.223863729433932,51.65018804844634,3.5531130062799834
4,340,Cover Crop,1683,,,,,,,False,2011.1700724769432,739.576480853655,239.9431709935575,68.742084696655,8.92054118858204
4,329,Residue Management (No-Till),435,,,,,,,False,442.51139662566914,297.51650473886747,21.93861619628267,6.8583657440071,1.6020963633747272
4,329,Residue Management (No-Till),1552,,,,,,,False,432.74502206717966,126.7116645261956,6.65149879055975,23.433776546519418,3.970145693692414
4,329,Residue Management (No-Till),1515,,,,,,,True,1115.0737103264703,511.6272984194677,12.380631893667326,19.419679955028617,1.0400980304612233
4,329,Residue Management (No-Till),2414,,,,,,,False,2214.5570240910497,938.311015049202,73.6545499330958,0.06337023373777628,0.012719005445971078
4,329,Residue Management (No-Till),985,,,,,,,True,323.3210528550136,414.7367726534459,8.115275095327505,57.48047650468027,2.9711394582057573
4,329,Residue Management (No-Till),87,,,,,,,False,1621.8540791877417,3360.7983190400423,263.26196282360644,75.47303410938117,11.861900023463628
4,590,Nutrient Management,1187,,,,,,,False,1669.2999321415439,116.3751353257927,42.924280486330396,10.092343736682126,2.939778293174246
4,329,Residue Management (No-Till),2349,,,,,,,False,136.96826581169714,48.378483636560574,2.576127244875222,0.9432722493573483,0.1728268488302639
4,329,Residue Management (No-Till),1043,,,,,,,False,309.80157264932274,291.07301638015423,23.771928405703594,6.209855834197484,1.0255691634945172
4,329,Residue Management (No-Till),2657,,,,,,,True,302.95826259849014,297.08892559731385,6.490098648344589,16.00270025656748,0.7709144890081738
4,329,Residue Management (No-Till),1995,,,,,,,False,404.2317362305732,176.9234836517274,20.149218585091365,41.92804776336285,8.609745459273482
4,590,Nutrient Management,1231,,,,,,,False,860.9036458653333,401.3006369642805,139.13396686057348,18.28196131015998,4.831839585212172
4,590,Nutrient Management,2010,,,,,,,False,773.1358955086621,737.3341862855244,289.768048566131,1.6018057562696966,0.4162540207167605
4,329,Residue Management (No-Till),991,,,,,,,False,2351.111879542279,83.63624126357172,6.955793815768472,57.85255541649239,11.183556993021606
4,590,Nutrient Management,145,,,,,,,False,359.7457113826749,144.01164508412634,40.55522400092768,36.45477750253592,9.911493110737622
4,340,Cover Crop,1967,,,,,,,True,2592.7360913094253,403.0280248549862,30.697845802566206,8.518143680943318,0.37766630970263276
4,329,Residue Management (No-Till),2006,,,,,,,False,150.47154469972764,582.1015673447614,63.443818627281445,2.2314443471959717,0.36763693502986844
4,340,Cover Crop,1740,,,,,,,True,1212.2644292283517,124.61142171043433,14.238937422273986,19.045252950814714,0.7509259541485938
4,340,Cover Crop,2597,,,,,,,False,1774.1634093573216,260.14730524907776,86.409251114689,15.467580734552001,2.517840366358359
4,340,Cover Crop,725,,,,,,,False,2602.4295554131013,789.8424048582682,267.0282883542742,55.01444680865156,11.719371760881135
4,329,Residue Management (No-Till),1923,,,,,,,False,874.2572290018193,93.79137501559569,9.025882526659636,10.064617225087078,2.032492948794684
4,590,Nutrient Management,142,,,,,,,True,2044.809763240385,528.4760994636175,46.030762327628544,27.806298232484693,1.88270328803717
4,329,Residue Management (No-Till),1662,,,,,,,False,1211.659055754542,412.60774271199165,33.3755649694797,219.85854333013816,29.032556201643185
4,329,Residue Management (No-Till),1987,,,,,,,False,4962.937899344622,2266.752623202896,215.01790295743606,84.2723806316843,11.990611068984231
4,590,Nutrient Management,1556,,,,,,,False,1786.5788675782003,1188.671857046782,383.8394726111546,3.7142154732536836,1.0293492976729617
4,329,Residue Management (No-Till),2105,,,,,,,False,340.7731932318774,109.18219667176172,8.101002448624719,11.902235385605994,2.822887018030466
4,590,Nutrient Management,738,,,,,,,False,812.9491302515413,323.0485364968321,125.41645471563562,6.239254738209716,1.6171459598583344
4,329,Residue Management (No-Till),894,,,,,,,False,477.69717804345265,631.9440106714302,46.02582765820025,5.212853768195274,0.890268499705633
4,329,Residue Management (No-Till),655,,,,,,,False,445.1927042284033,526.9299441762126,37.118008679412114,0.8842916526146851,0.12337506170562794
4,590,Nutrient Management,1359,,,,,,,True,3312.474090083168,1183.9406286772025,131.7430542721357,10.243349050303195,0.6870303549352208
4,329,Residue Management (No-Till),1007,,,,,,,False,947.0261578085467,598.9337040959914,38.05708179921667,78.51720574991452,16.91735923457187
4,329,Residue Management (No-Till),1266,,,,,,,False,476.67776396037993,424.64255020884593,22.93097644168704,5.6454114324090865,0.7874325222524732
4,329,Residue Management (No-Till),2079,,,,,,,True,1364.4465426465836,459.14056039455636,8.090239197880708,11.011967832648631,0.5680854097893193
4,329,Residue Management (No-Till),1843,,,,,,,True,946.5558842738475,318.7259716315147,4.6518037622080035,68.1891933201937,3.7935991340246047
4,329,Residue Management (No-Till),2669,,,,,,,True,975.8583600325989,404.0168654654522,9.346456173306041,327.03845733069824,15.192392890343987
4,329,Residue Management (No-Till),578,,,,,,,False,296.7654102931401,374.9334295372239,31.23260649038137,142.18751662614315,32.32602492994354
4,340,Cover Crop,2048,,,,,,,False,2309.0875604372904,302.7488252823559,84.65567598057531,6.980377500126884,1.103860911251488
4,340,Cover Crop,2446,,,,,,,False,117.27750844541941,137.29789169461432,63.94146275611882,3.3947283999319193,0.8403505619508506
4,329,Residue Management (No-Till),2592,,,,,,,False,352.9276617912893,78.28466812585971,5.16828375910603,15.960613336804576,3.9736457137827013
4,329,Residue Management (No-Till),1689,,,,,,,True,1016.9029515287375,548.6736356846661,13.18436452988197,34.428835278475525,1.632695606931054
