scenario,cps,pid,impacted_pids,efficiency_json,linear_length_m,buffer_area_ha,portion_treated,wetland_area_ha,catchment_to_wetland_ratio,cost_usd,treated_TN,removed_TN,treated_TP,removed_TP
3,590,130,,"{""TN"":0.24101652809559426,""TP"":0.16820731093458038}",,,,,,503.7362996025168,518.4351704924511,124.95144483473804,41.60555528289351,6.998358574075542
3,329,303,,"{""TN"":0.48175429653957086,""TP"":0.08919714067374532}",,,,,,184.96876967451698,84.99456946031623,40.94649902003834,148.58350518733545,13.253223813992927
3,340,1686,,"{""TN"":0.08781583647492977,""TP"":0.3022902905420839}",,,,,,1476.3542638328051,735.558739057845,64.59370594680925,5.4294226106069905,1.6412617384361468
3,590,584,,"{""TN"":0.08157525359617868,""TP"":0.14977246977576147}",,,,,,4089.012538020627,827.2545351473901,67.48349849323725,98.16753378935776,14.70279398742763
3,329,1646,,"{""TN"":0.31176447736828566,""TP"":0.28787763490324936}",,,,,,374.989526748371,114.91859904911058,35.82753697244153,9.80837743874683,2.823612499304828
3,329,1525,,"{""TN"":0.3596535963175088,""TP"":0.127771908348472}",,,,,,2193.425840774576,1431.6014787864863,514.8806203390236,40.143245810011294,5.129179124446945
3,329,751,,"{""TN"":0.3435159909443667,""TP"":0.2765955486929243}",,,,,,272.9676082300227,327.02361631084045,112.33784161922871,22.484151748834993,6.219016289863989
3,590,1198,,"{""TN"":0.49805898342273014,""TP"":0.1900393945201802}",,,,,,3019.419224419074,2129.4274918879964,1060.5804918821495,172.73623347927244,32.826689222097414
3,329,982,,"{""TN"":0.0720285584892103,""TP"":0.41855538995413694}",,,,,,229.53412922184256,155.30047373020193,11.186069255477918,5.276647804831184,2.2085693796017565
3,329,1116,,"{""TN"":0.05849256105336202,""TP"":0.21132537284017752}",,,,,,3739.0565725502015,13065.07213560831,764.209529558648,199.19173835811685,42.09426837521213
3,329,928,,"{""TN"":0.17330967355041474,""TP"":0.24305840230322884}",,,,,,312.68681823834504,390.26403267988695,67.63653210221959,7.083946964500895,1.7218128311923953
3,329,976,,"{""TN"":0.41954238276010664,""TP"":0.1574281790713546}",,,,,,1253.7367403712583,1440.834112063358,604.4909765371037,483.4573521851068,76.10981061315994
3,329,2147,,"{""TN"":0.4603315092621585,""TP"":0.19119888205166868}",,,,,,256.8777035313748,34.24846570392768,15.765647907402302,5.124078301686167,0.9797180428276081
3,340,116,,"{""TN"":0.22399958963107458,""TP"":0.10613319109134596}",,,,,,726.7454600228273,1597.8554907519667,357.9189742181998,54.898432366082446,5.82654581292476
3,340,760,,"{""TN"":0.19253282826167478,""TP"":0.28776198935227093}",,,,,,1619.1190566074267,1187.1001587366723,228.5557509914546,86.91731547797662,25.01149961110148
3,340,2082,,"{""TN"":0.07738752062663061,""TP"":0.46090489642763766}",,,,,,393.75984231493265,315.70571834728923,24.43168279054608,32.88834439886309,15.15839896883447
3,329,1090,,"{""TN"":0.4106213478783989,""TP"":0.21831267082757583}",,,,,,1086.957762596868,492.0084223302096,202.0291615447552,638.9728607450417,139.49587181558672
3,340,308,,"{""TN"":0.36845912260133384,""TP"":0.2611377593560658}",,,,,,2036.4032857364527,20.828364340781153,7.674400850225133,92.22533276204288,24.083516753347446
3,340,435,,"{""TN"":0.34483250527058695,""TP"":0.43151754176546336}",,,,,,429.47845060286625,255.55031112882048,88.12205400922913,44.53308479260923,19.216807276939676
3,340,2072,,"{""TN"":0.251398276072451,""TP"":0.18141165435354278}",,,,,,308.3302472995459,90.9027186893162,22.852786768793067,23.41027201319678,4.2468961747804705
3,590,1307,,"{""TN"":0.0655347553477985,""TP"":0.1931317930913467}",,,,,,8849.972323687487,1185.5490572576232,77.6946674201915,207.6876721153521,40.11109251860564
3,329,2119,,"{""TN"":0.10140339177910622,""TP"":0.40911571777489975}",,,,,,622.6192511550119,901.8392986628146,91.44956372409978,78.16608576439272,31.9789742831539
3,340,743,,"{""TN"":0.18770273432837026,""TP"":0.2775187567835905}",,,,,,1502.7667273909874,1396.2322343916442,262.0766081527216,24.6656378686391,6.845177156578973
