scenario,pid,baseline_TN,final_TN,baseline_TP,final_TP
4,1,15.455490284191633,15.455490284191633,16.96810315435846,16.96810315435846
4,2,19.194734355309066,19.194734355309066,11.59932954068297,11.59932954068297
4,3,15.561635939789177,11.123344923073248,0.7918809931085551,0.5794628736901277
4,4,25.41054632607824,25.41054632607824,0.09498801152258607,0.09498801152258607
4,5,15.731651119134042,15.731651119134042,0.10565467993267175,0.10565467993267175
4,6,122.66735593372545,122.66735593372545,3.7448073570622316,3.7448073570622316
4,7,15.096480002507647,15.096480002507647,0.734662947295364,0.734662947295364
4,8,8.264931764155063,8.264931764155063,3.0526627974803917,3.0526627974803917
4,9,129.68854775907914,129.68854775907914,2.2839417970686866,2.2839417970686866
4,10,18.9106172990204,18.9106172990204,8.806267754309507,8.806267754309507
4,11,102.13070187867412,97.54655585026588,2.5196506653569,2.02167103390791
4,12,20.12423641318,20.12423641318,0.38120000299615786,0.38120000299615786
4,13,56.17172938807347,56.17172938807347,0.19030942778405746,0.19030942778405746
4,14,16.894299914827084,16.075286618974914,0.3182362567046818,0.24947255123419215
4,15,65.75186085168106,65.75186085168106,1.9938977310973343,1.9938977310973343
4,16,102.67697644351415,61.95468695111852,1.0089730848616019,0.8501286484202119
4,17,24.715936478145903,24.715936478145903,0.5965809341045542,0.5965809341045542
4,18,32.39509568779751,32.39509568779751,1.881189973226647,1.881189973226647
4,19,60.55395314989046,60.55395314989046,2.963067853554592,2.963067853554592
4,20,18.610785014591634,18.610785014591634,0.24563015816417455,0.24563015816417455
4,21,20.718598253429764,20.363023211612262,0.0034386247267919057,0.003295959880563087
4,22,25.304333588001747,25.304333588001747,1.1344558845942991,1.1344558845942991
4,23,3.4481477836113417,3.4481477836113417,1.2357846200011076,1.2357846200011076
4,24,25.071409000324728,24.804118579110323,1.2680798966967521,1.2109459983767552
4,25,45.25278867094321,27.42067676648354,0.8439909131817918,0.5908748076572284
4,26,2.0091514608421956,2.0091514608421956,1.409806627561545,1.409806627561545
4,27,12.622708641894382,12.622708641894382,6.990508044077283,6.990508044077283
4,28,12.328270517429964,12.328270517429964,0.6057700458507083,0.6057700458507083
4,29,102.54292228645578,58.714520076297205,1.1502018323785521,0.8534126523843275
4,30,7.342233253569805,4.287067995881064,1.576035192462795,1.261152752332164
4,31,17.607082165389247,15.48155835848404,0.6635914227458514,0.5164835471845477
4,32,51.798990039976815,31.842989563844434,2.4108590333311963,1.8725912329293601
4,33,26.610987405969745,26.610987405969745,1.980457649785686,1.980457649785686
4,34,28.94763147780697,28.94763147780697,1.3097097613000415,1.3097097613000415
4,35,26.892565284651447,26.892565284651447,0.7206751656027803,0.7206751656027803
4,36,13.124617657089837,12.079032179209422,0.4343575144449533,0.3636076580897072
4,37,24.14722090507606,24.14722090507606,0.05938799972161779,0.05938799972161779
4,38,27.62506522874487,27.62506522874487,2.276623543288435,2.276623543288435
4,39,26.17126454430446,26.17126454430446,0.5059713722041418,0.5059713722041418
4,40,8.01346718506783,7.2227787900864655,3.099870068204093,2.8898522601341448
4,41,39.975409601630396,27.919011463948536,1.3798218841109366,1.0413588079465121
4,42,24.550840788272993,24.550840788272993,0.40013017702609444,0.40013017702609444
4,43,11.74788976968252,7.556928062802939,2.146148748092498,1.7576760479481939
4,44,25.363837386045745,23.536089201139713,0.9963826989101209,0.8698267929020396
4,45,17.440563588795865,17.440563588795865,1.0521747217746225,1.0521747217746225
4,46,31.439134022329657,31.439134022329657,0.4165552555656641,0.4165552555656641
4,47,55.828006018621906,55.828006018621906,0.14283340388496102,0.14283340388496102
