field,s4-Residue Management (No-Till)(329),s4-Cover Crop(340),s4-Grassed Waterway(412),s4-Nutrient Management(590),s4-Constructed Wetland(656),s4-All CPS
removed_TP_p75,6.727169078886933,9.597506640041109,1.7111467664169753,11.596115263732884,3.7118371101199177,8.871985974548634
removed_TP_max,221.1578366938828,220.26453792812845,1.7111467664169753,274.06093009167034,15.523923419108486,274.06093009167034
efficiency_TN_count,496,185,1,307,11,1000
efficiency_TN_mean,0.9934759146194805,0.9936130814915531,1.0,0.9941213451281509,1.0,0.993777726681542
efficiency_TN_std,0.06955565768967674,0.0667148254147597,,0.0684069629406344,0.0,0.06819748749769218
efficiency_TN_min,0.0317216370098815,0.15579260037344916,1.0,0.04737811585432714,1.0,0.0317216370098815
efficiency_TN_p25,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TN_p50,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TN_p75,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TN_max,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TP_count,496,185,1,307,11,1000
efficiency_TP_mean,0.9936214286374826,0.9936156066332795,1.0,0.9941213451281509,1.0,0.9938503687856904
efficiency_TP_std,0.06897975808734316,0.06670223724876405,,0.0684069629406344,0.0,0.06790447386650664
efficiency_TP_min,0.0355806955894073,0.15579260037344916,1.0,0.04737811585432714,1.0,0.0355806955894073
efficiency_TP_p25,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TP_p50,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TP_p75,1.0,1.0,1.0,1.0,1.0,1.0
efficiency_TP_max,1.0,1.0,1.0,1.0,1.0,1.0
cost_usd_count,496,185,1,307,11,1000
cost_usd_mean,827.6580303129908,2754.0234529192194,156168.36911415603,1515.3491510351105,194880.18953226806,3685.0753651621826
cost_usd_std,870.03912409441,2582.620296657647,,1569.1409450442638,182507.0782950197,27698.89532665048
cost_usd_min,1.5600793475183277,19.156965439222038,156168.36911415603,1.7903371026953248,19728.549299828952,1.5600793475183277
cost_usd_p25,344.85909750140047,1285.6954243719754,156168.36911415603,570.5350253391848,61431.970627188246,437.8468893416944
cost_usd_p50,568.3752745858685,2032.9514163975825,156168.36911415603,1066.8569557135945,104832.39236321079,924.1157599155024
cost_usd_p75,1027.8319753044464,3186.064119384346,156168.36911415603,1961.969166093777,364771.8352690665,1759.2987350141086
cost_usd_max,9499.750363180226,19435.207407694652,156168.36911415603,17116.38253868791,485281.5462656384,485281.5462656384
total_cost_usd,410518.38303524343,509494.3387900556,156168.36911415603,465212.18936777895,2143682.084854949,3685075.3651621826
buffer_area_ha_count,,,1.0,,,1.0
buffer_area_ha_mean,,,1.2166195372266646,,,1.2166195372266646
buffer_area_ha_std,,,,,,
buffer_area_ha_min,,,1.2166195372266646,,,1.2166195372266646
buffer_area_ha_p25,,,1.2166195372266646,,,1.2166195372266646
buffer_area_ha_p50,,,1.2166195372266646,,,1.2166195372266646
buffer_area_ha_p75,,,1.2166195372266646,,,1.2166195372266646
buffer_area_ha_max,,,1.2166195372266646,,,1.2166195372266646
linear_length_m_count,,,1.0,,,1.0
linear_length_m_mean,,,1140.438261367327,,,1140.438261367327
linear_length_m_std,,,,,,
linear_length_m_min,,,1140.438261367327,,,1140.438261367327
linear_length_m_p25,,,1140.438261367327,,,1140.438261367327
linear_length_m_p50,,,1140.438261367327,,,1140.438261367327
linear_length_m_p75,,,1140.438261367327,,,1140.438261367327
linear_length_m_max,,,1140.438261367327,,,1140.438261367327
wetland_area_ha_count,,,,,11.0,11.0
wetland_area_ha_mean,,,,,1.5196092907217376,1.5196092907217376
wetland_area_ha_std,,,,,1.2187893070954268,1.2187893070954268
wetland_area_ha_min,,,,,0.177602769804878,0.177602769804878
wetland_area_ha_p25,,,,,0.6668242711071256,0.6668242711071256
wetland_area_ha_p50,,,,,0.8032559500386434,0.8032559500386434
wetland_area_ha_p75,,,,,2.4633185185278337,2.4633185185278337
wetland_area_ha_max,,,,,3.8850440372594983,3.8850440372594983
catchment_ratio_count,,,,,11.0,11.0
catchment_ratio_mean,,,,,8.690336300046452,8.690336300046452
catchment_ratio_std,,,,,14.175986544486,14.175986544486
catchment_ratio_min,,,,,1.4407573865858967,1.4407573865858967
catchment_ratio_p25,,,,,1.9778243181409239,1.9778243181409239
catchment_ratio_p50,,,,,2.1010431421784803,2.1010431421784803
catchment_ratio_p75,,,,,4.393207403459915,4.393207403459915
catchment_ratio_max,,,,,43.099911220136235,43.099911220136235
