2026-06-05 12:37:38,831 | VERBOSE | Worker logger initialized for scenario 5
2026-06-05 12:37:38,832 | INFO | BEGIN scenario 5
2026-06-05 12:37:38,833 | INFO |   === scenario 5 start ===
2026-06-05 12:37:39,127 | VERBOSE |   selected parcel idx=2127 with pid=2128
2026-06-05 12:37:39,128 | VERBOSE |   BEGIN apply bmp cps=590 pid=2128
2026-06-05 12:37:39,129 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,129 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,129 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,129 | VERBOSE |     BEGIN get_bmp_cost cps=590
2026-06-05 12:37:39,129 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,136 | VERBOSE |       sampled cost rate 107.1405 for cps=590, unit=usd/ha
2026-06-05 12:37:39,136 | VERBOSE |       computed cost for cps=590 using rate=107.1405, unit='usd/ha', realized_quantity=40.6051 => cost=4350.45
2026-06-05 12:37:39,136 | VERBOSE |     END get_bmp_cost cps=590
2026-06-05 12:37:39,136 | VERBOSE |   END apply bmp cps=590 pid=2128
2026-06-05 12:37:39,137 | VERBOSE |   selected parcel idx=1721 with pid=1722
2026-06-05 12:37:39,138 | VERBOSE |   BEGIN apply bmp cps=329 pid=1722
2026-06-05 12:37:39,139 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,139 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,139 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,139 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 12:37:39,139 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,140 | VERBOSE |       sampled cost rate 36.9114 for cps=329, unit=usd/ha
2026-06-05 12:37:39,141 | VERBOSE |       computed cost for cps=329 using rate=36.9114, unit='usd/ha', realized_quantity=12.4767 => cost=460.53
2026-06-05 12:37:39,141 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 12:37:39,141 | VERBOSE |   END apply bmp cps=329 pid=1722
2026-06-05 12:37:39,141 | VERBOSE |   selected parcel idx=2341 with pid=2342
2026-06-05 12:37:39,141 | VERBOSE |   BEGIN apply bmp cps=590 pid=2342
2026-06-05 12:37:39,142 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,142 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,142 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,142 | VERBOSE |     BEGIN get_bmp_cost cps=590
2026-06-05 12:37:39,142 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,143 | VERBOSE |       sampled cost rate 113.2903 for cps=590, unit=usd/ha
