2026-06-05 12:37:38,722 | VERBOSE | Worker logger initialized for scenario 1
2026-06-05 12:37:38,722 | INFO | BEGIN scenario 1
2026-06-05 12:37:38,722 | INFO |   === scenario 1 start ===
2026-06-05 12:37:39,026 | VERBOSE |   selected parcel idx=649 with pid=650
2026-06-05 12:37:39,027 | VERBOSE |   BEGIN apply bmp cps=329 pid=650
2026-06-05 12:37:39,027 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,027 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,027 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,028 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 12:37:39,028 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,032 | VERBOSE |       sampled cost rate 32.8219 for cps=329, unit=usd/ha
2026-06-05 12:37:39,032 | VERBOSE |       computed cost for cps=329 using rate=32.8219, unit='usd/ha', realized_quantity=18.1051 => cost=594.24
2026-06-05 12:37:39,033 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 12:37:39,033 | VERBOSE |   END apply bmp cps=329 pid=650
2026-06-05 12:37:39,037 | VERBOSE |   selected parcel idx=275 with pid=276
2026-06-05 12:37:39,037 | VERBOSE |   BEGIN apply bmp cps=329 pid=276
2026-06-05 12:37:39,038 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,038 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,038 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,038 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 12:37:39,038 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,041 | VERBOSE |       sampled cost rate 52.1331 for cps=329, unit=usd/ha
2026-06-05 12:37:39,041 | VERBOSE |       computed cost for cps=329 using rate=52.1331, unit='usd/ha', realized_quantity=18.5971 => cost=969.53
2026-06-05 12:37:39,042 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 12:37:39,042 | VERBOSE |   END apply bmp cps=329 pid=276
2026-06-05 12:37:39,042 | VERBOSE |   selected parcel idx=387 with pid=388
2026-06-05 12:37:39,042 | VERBOSE |   BEGIN apply bmp cps=590 pid=388
2026-06-05 12:37:39,045 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,045 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,045 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,046 | VERBOSE |     BEGIN get_bmp_cost cps=590
2026-06-05 12:37:39,046 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,048 | VERBOSE |       sampled cost rate 45.3016 for cps=590, unit=usd/ha
2026-06-05 12:37:39,048 | VERBOSE |       computed cost for cps=590 using rate=45.3016, unit='usd/ha', realized_quantity=7.3857 => cost=334.59
2026-06-05 12:37:39,048 | VERBOSE |     END get_bmp_cost cps=590
2026-06-05 12:37:39,048 | VERBOSE |   END apply bmp cps=590 pid=388
2026-06-05 12:37:39,049 | VERBOSE |   selected parcel idx=1109 with pid=1110
2026-06-05 12:37:39,055 | VERBOSE |   BEGIN apply bmp cps=329 pid=1110
2026-06-05 12:37:39,056 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,056 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,056 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,056 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 12:37:39,056 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,057 | VERBOSE |       sampled cost rate 45.2896 for cps=329, unit=usd/ha
2026-06-05 12:37:39,058 | VERBOSE |       computed cost for cps=329 using rate=45.2896, unit='usd/ha', realized_quantity=15.9053 => cost=720.35
2026-06-05 12:37:39,058 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 12:37:39,058 | VERBOSE |   END apply bmp cps=329 pid=1110
2026-06-05 12:37:39,058 | VERBOSE |   selected parcel idx=1726 with pid=1727
2026-06-05 12:37:39,058 | VERBOSE |   BEGIN apply bmp cps=329 pid=1727
2026-06-05 12:37:39,060 | VERBOSE |     BEGIN simulate_infield
2026-06-05 12:37:39,060 | VERBOSE |       calling _simulate_infield
2026-06-05 12:37:39,060 | VERBOSE |     END simulate_infield
2026-06-05 12:37:39,060 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 12:37:39,060 | VERBOSE |       calling _get_bmp_cost
2026-06-05 12:37:39,061 | VERBOSE |       sampled cost rate 36.8544 for cps=329, unit=usd/ha
2026-06-05 12:37:39,062 | VERBOSE |       computed cost for cps=329 using rate=36.8544, unit='usd/ha', realized_quantity=12.2060 => cost=449.84
2026-06-05 12:37:39,062 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 12:37:39,062 | VERBOSE |   END apply bmp cps=329 pid=1727
