2026-06-05 14:13:27,682 | VERBOSE | Worker logger initialized for scenario 4
2026-06-05 14:13:27,682 | INFO | BEGIN scenario 4
2026-06-05 14:13:27,683 | INFO |   === scenario 4 start ===
2026-06-05 14:13:27,968 | VERBOSE |   selected parcel idx=1483 with pid=1484
2026-06-05 14:13:27,968 | VERBOSE |   BEGIN apply bmp cps=340 pid=1484
2026-06-05 14:13:27,969 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,969 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,969 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,969 | VERBOSE |     BEGIN get_bmp_cost cps=340
2026-06-05 14:13:27,969 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,971 | VERBOSE |       sampled cost rate 128.1466 for cps=340, unit=usd/ha
2026-06-05 14:13:27,971 | VERBOSE |       computed cost for cps=340 using rate=128.1466, unit='usd/ha', realized_quantity=57.4257 => cost=7358.91
2026-06-05 14:13:27,971 | VERBOSE |     END get_bmp_cost cps=340
2026-06-05 14:13:27,971 | VERBOSE |   END apply bmp cps=340 pid=1484
2026-06-05 14:13:27,972 | VERBOSE |   selected parcel idx=1062 with pid=1063
2026-06-05 14:13:27,972 | VERBOSE |   BEGIN apply bmp cps=329 pid=1063
2026-06-05 14:13:27,972 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,972 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,972 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,972 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 14:13:27,972 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,974 | VERBOSE |       sampled cost rate 48.1265 for cps=329, unit=usd/ha
2026-06-05 14:13:27,974 | VERBOSE |       computed cost for cps=329 using rate=48.1265, unit='usd/ha', realized_quantity=71.6446 => cost=3448.01
2026-06-05 14:13:27,974 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 14:13:27,974 | VERBOSE |   END apply bmp cps=329 pid=1063
2026-06-05 14:13:27,974 | VERBOSE |   selected parcel idx=1260 with pid=1261
2026-06-05 14:13:27,974 | VERBOSE |   BEGIN apply bmp cps=329 pid=1261
2026-06-05 14:13:27,975 | VERBOSE |     BMP failure triggered for cps=329; scaling efficiencies by 0.25
2026-06-05 14:13:27,975 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,975 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,975 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,975 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 14:13:27,975 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,976 | VERBOSE |       sampled cost rate 39.8601 for cps=329, unit=usd/ha
2026-06-05 14:13:27,976 | VERBOSE |       computed cost for cps=329 using rate=39.8601, unit='usd/ha', realized_quantity=27.5203 => cost=1096.96
2026-06-05 14:13:27,976 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 14:13:27,976 | VERBOSE |   END apply bmp cps=329 pid=1261
2026-06-05 14:13:27,976 | VERBOSE |   selected parcel idx=1592 with pid=1593
2026-06-05 14:13:27,977 | VERBOSE |   BEGIN apply bmp cps=590 pid=1593
2026-06-05 14:13:27,977 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,977 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,977 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,977 | VERBOSE |     BEGIN get_bmp_cost cps=590
2026-06-05 14:13:27,977 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,978 | VERBOSE |       sampled cost rate 73.4338 for cps=590, unit=usd/ha
2026-06-05 14:13:27,978 | VERBOSE |       computed cost for cps=590 using rate=73.4338, unit='usd/ha', realized_quantity=14.1889 => cost=1041.94
2026-06-05 14:13:27,978 | VERBOSE |     END get_bmp_cost cps=590
2026-06-05 14:13:27,978 | VERBOSE |   END apply bmp cps=590 pid=1593
2026-06-05 14:13:27,979 | VERBOSE |   selected parcel idx=2646 with pid=2647
2026-06-05 14:13:27,979 | VERBOSE |   BEGIN apply bmp cps=340 pid=2647
2026-06-05 14:13:27,979 | VERBOSE |     BMP failure triggered for cps=340; scaling efficiencies by 0.25
2026-06-05 14:13:27,979 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,979 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,980 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,980 | VERBOSE |     BEGIN get_bmp_cost cps=340
2026-06-05 14:13:27,980 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,981 | VERBOSE |       sampled cost rate 175.6091 for cps=340, unit=usd/ha
2026-06-05 14:13:27,981 | VERBOSE |       computed cost for cps=340 using rate=175.6091, unit='usd/ha', realized_quantity=15.9893 => cost=2807.87
2026-06-05 14:13:27,981 | VERBOSE |     END get_bmp_cost cps=340
2026-06-05 14:13:27,981 | VERBOSE |   END apply bmp cps=340 pid=2647
2026-06-05 14:13:27,981 | VERBOSE |   selected parcel idx=139 with pid=140
2026-06-05 14:13:27,981 | VERBOSE |   BEGIN apply bmp cps=329 pid=140
2026-06-05 14:13:27,982 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,982 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,982 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,982 | VERBOSE |     BEGIN get_bmp_cost cps=329
2026-06-05 14:13:27,983 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,984 | VERBOSE |       sampled cost rate 38.7948 for cps=329, unit=usd/ha
2026-06-05 14:13:27,985 | VERBOSE |       computed cost for cps=329 using rate=38.7948, unit='usd/ha', realized_quantity=9.9959 => cost=387.79
2026-06-05 14:13:27,987 | VERBOSE |     END get_bmp_cost cps=329
2026-06-05 14:13:27,989 | VERBOSE |   END apply bmp cps=329 pid=140
2026-06-05 14:13:27,989 | VERBOSE |   selected parcel idx=707 with pid=708
2026-06-05 14:13:27,989 | VERBOSE |   BEGIN apply bmp cps=590 pid=708
2026-06-05 14:13:27,990 | VERBOSE |     BMP failure triggered for cps=590; scaling efficiencies by 0.25
2026-06-05 14:13:27,990 | VERBOSE |     BEGIN simulate_infield
2026-06-05 14:13:27,990 | VERBOSE |       calling _simulate_infield
2026-06-05 14:13:27,990 | VERBOSE |     END simulate_infield
2026-06-05 14:13:27,990 | VERBOSE |     BEGIN get_bmp_cost cps=590
2026-06-05 14:13:27,990 | VERBOSE |       calling _get_bmp_cost
2026-06-05 14:13:27,992 | VERBOSE |       sampled cost rate 67.6966 for cps=590, unit=usd/ha
2026-06-05 14:13:27,992 | VERBOSE |       computed cost for cps=590 using rate=67.6966, unit='usd/ha', realized_quantity=13.2873 => cost=899.50
2026-06-05 14:13:27,992 | VERBOSE |     END get_bmp_cost cps=590
2026-06-05 14:13:27,992 | VERBOSE |   END apply bmp cps=590 pid=708
2026-06-05 14:13:27,992 | VERBOSE |   selected parcel idx=1682 with pid=1683
2026-06-05 14:13:27,992 | VERBOSE |   BEGIN apply bmp cps=340 pid=1683
2026-06-05 14:13:27,993 | VERBOSE |     BEGIN simulate_infield
